view_index,idea_ref,name,view_type,catalog_id,interface_family,family_name,coverage_state,original_A,original_B,original_X,concrete_family_execution,family_evidence,view_specific_remaining,remaining_executable_interface,next_batch,external_gap,execution_scope,stale_source_status,source,original_boundary
257,SCREEN-A6,C2 temporal shared partial-sum RTL,screen_20260907,,F02,时间类别/FTP/在途上下文,已实做固定F_live2；其余布局开放,,,C2 temporal shared partial-sum RTL,packed-class/time与有限NR4；本轮同P4×R7×F2=56字S/总双NR4的352次CPU数值排程，F1同预取/合并/编译权限，当前F2布局未胜最强F1,psn/rtl/gp_slice/intersection_result.json;open_fusion_execution/breadth_20260912/coverage_owned/flive2/results.json;open_fusion_execution/breadth_20260912/coverage_owned/flive2/README.md,Wire bank-return + persistent Y; compare same-resource vs direct FTP | ,完整阵列、不同NRV推进/包所有权的多上下文布局及source16+consumer80交织；F4未试且本轮不扫，不扩大候选容量,B2,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",SEALED_RTL_FUNC || S4_FUNC,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
258,SCREEN-A7,Per-bank one 10-bit mode,screen_20260907,,F10,动态BN/默认值/晚到参数,已实做完整外部gate/PED起点后段；I24前段整层未闭,,,Per-bank one 10-bit mode,公共onepass/两旧R24组合825；本轮完整192000×96的native→实算全域BN→PED join同Engine，外部raw/PED读写收费；固定两块目录跨H32复用和新W8全权驻留已测，后者付解码后再少3.45%服务且同父十帧过NB0，是更强普通分母,open_fusion_execution/stage_20260912/algorithm/stage_summary.json;open_fusion_execution/breadth_20260912/hardware/native_bn_join/results_ready.json;open_fusion_execution/breadth_20260912/hardware/native_bn_join/directory_reuse/results_ready.json;open_fusion_execution/breadth_20260912/coverage_owned/native_chain_review.md,Remap capture address==bank or stop claiming physical request equality | ,真实I24源/preview/双消费者整层生成gate/PED、code0格式及新训练参数完整链；CPU native/GPU有差异不能继承825；running-BN/无norm替代须重训,B1,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",SEALED_REPLAY || S1,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
259,SCREEN-A8,Late-known BN theta packet,screen_20260907,,F10,动态BN/默认值/晚到参数,已实做完整外部gate/PED起点后段；I24前段整层未闭,,,Late-known BN theta packet,公共onepass/两旧R24组合825；本轮完整192000×96的native→实算全域BN→PED join同Engine，外部raw/PED读写收费；固定两块目录跨H32复用和新W8全权驻留已测，后者付解码后再少3.45%服务且同父十帧过NB0，是更强普通分母,open_fusion_execution/stage_20260912/algorithm/stage_summary.json;open_fusion_execution/breadth_20260912/hardware/native_bn_join/results_ready.json;open_fusion_execution/breadth_20260912/hardware/native_bn_join/directory_reuse/results_ready.json;open_fusion_execution/breadth_20260912/coverage_owned/native_chain_review.md,Feed real BN/PSN intervals; measure restore rate | ,真实I24源/preview/双消费者整层生成gate/PED、code0格式及新训练参数完整链；CPU native/GPU有差异不能继承825；running-BN/无norm替代须重训,B1,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",SEALED_RTL_FUNC || S4_FUNC,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
260,SCREEN-A9,Motion residual default state,screen_20260907,,F12,真正帧间差分/状态尾部,已实做机会探针；完整新接口未试,,,Motion residual default state,motion/result.json已实测带连续时间戳4帧/3pair及上一帧flow；另有T10块内不同探针,motion/result.json;motion/capture/frames.json;open_fusion_execution/motion_residual/results.json,Needs DSEC train; skip until AEE probe | ,当前学生连续帧完整数值/动态BN尾部/历史读写端口；ST-BIF平衡与固定预算对照,B5,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",NO_RTL_NO_AEE || S0,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
261,SCREEN-B1,Motion-XOR triple-popcount score ALU,screen_20260907,,F14,Motion-XOR/二值注意力精确跳过,已有旧身份实测；当前学生未迁,,,Motion-XOR triple-popcount score ALU,旧ep35 QK census、MX3P叶/脏行/K零机会，不能迁为当前R24网络周期,open_fusion_execution/catalog/idea_views.csv;PRO_GROK_REVIEW_20260911.md,Need ep34 QK census before paper table; leaf object viable | ,匹配检查点的行内memo、三pop独立门控、K零只停输出乘积且保留分母,B7,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",NEW_QK_CENSUS_EP35 || S1,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
262,SCREEN-B2,Dirty-lane skip of score leaf,screen_20260907,,F14,Motion-XOR/二值注意力精确跳过,已有旧身份实测；当前学生未迁,,,Dirty-lane skip of score leaf,旧ep35 QK census、MX3P叶/脏行/K零机会，不能迁为当前R24网络周期,open_fusion_execution/catalog/idea_views.csv;PRO_GROK_REVIEW_20260911.md,Row-level Shiftmax denom still unmeasured; do not treat token skip as row skip | ,匹配检查点的行内memo、三pop独立门控、K零只停输出乘积且保留分母,B7,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",NEW_QK_CENSUS_EP35 || S1,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
263,SCREEN-B3,K=0 skip score and V,screen_20260907,,F14,Motion-XOR/二值注意力精确跳过,已有旧身份实测；当前学生未迁,,,K=0 skip score and V,旧ep35 QK census、MX3P叶/脏行/K零机会，不能迁为当前R24网络周期,open_fusion_execution/catalog/idea_views.csv;PRO_GROK_REVIEW_20260911.md,Lossless if K-as-V holds; combine with B2 | ,匹配检查点的行内memo、三pop独立门控、K零只停输出乘积且保留分母,B7,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",NEW_QK_CENSUS_EP35 || S1,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
264,SCREEN-B4,Replace Motion-XOR with linear QK/SDSA in window,screen_20260907,,F15,注意力/残差算子替换或训练,未试此网络替换,,,Replace Motion-XOR with linear QK/SDSA in window,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,"S2: one stage2 block swap, 10-frame AEE from ep34 | ",只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",NEEDS_OVERLAY_FINETUNE || S0,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
265,SCREEN-B5,STSA spatiotemporal spiking attention,screen_20260907,,F15,注意力/残差算子替换或训练,未试此网络替换,,,STSA spatiotemporal spiking attention,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,T_w=2 may be too short; S2 after kernel swap | ,只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",NEEDS_OVERLAY_FINETUNE || S0,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
266,SCREEN-B6,SLI local path + SSA fusion,screen_20260907,,F15,注意力/残差算子替换或训练,未试此网络替换,,,SLI local path + SSA fusion,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,Add depthwise beside SSA; A800 only after S2 | ,只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",NEEDS_OVERLAY_FINETUNE || S0,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
267,SCREEN-B7,SQKFormer IECA+MABN,screen_20260907,,F15,注意力/残差算子替换或训练,未试此网络替换,,,SQKFormer IECA+MABN,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,Align with PSN/ATLIF BN before any train | ,只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",CONTRACT_CONFLICT_RISK || S0,research/idea_screen_20260907/scoreboard.json,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论
