record_ref,source_file,name,full_title,venue,entity_type,category,links,reading,reading_level,attempt,reason,untried,evidence,priority,A,B,X,cards
ARX-165,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,"AIGOR: A Modular, Event-Driven Neuromorphic Architecture for Configurable SNN In","AIGOR: A Modular, Event-Driven Neuromorphic Architecture for Configurable SNN Inference",arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2607.03191v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spiking neural networks (SNNs) run today on a fragmented landscape of hardware: dedicated neuromorphic processors, application-specific FPGA accelerators, and large-scale neuroscience simulators, each typically built around a fixed neuron model, execution strategy, or workload class. We present AIGOR, a modular, event-driven neuromorphic architecture for spiking neural network inference. AIGOR org",,P1_mid_rel,,,,
ARX-166,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,SpikON: A Dual-Parallel and Efficient Accelerator for Online Spiking Neural Netw,SpikON: A Dual-Parallel and Efficient Accelerator for Online Spiking Neural Networks Learning,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2606.30926v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spiking neural networks (SNNs) have emerged as a promising paradigm for energy-efficient brain-inspired computing. However, existing online unsupervised SNN learning suffers from low training accuracy and poor scalability. Although current online supervised learning algorithms perform well on large-scale datasets and networks, the non-hardware-friendly operations hinder efficient edge deployment. ",,P1_mid_rel,,,,
ARX-167,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Mega: A 22 nm Convolutional Spiking Neural Network Accelerator Achieving 0.375 p,Mega: A 22 nm Convolutional Spiking Neural Network Accelerator Achieving 0.375 pJ/SOP for Efficient Edge Vision,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2606.30039v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Convolutional Spiking Neural Networks (SNN) offer the potential for highly energy-efficient vision processing by exploiting sparse, event-driven computation. However, existing SNN accelerators underutilize the inherent parallelism of convolutional layers and lack the flexibility to accommodate varying memory demands and input sparsity across layers. This paper presents Mega, a digital architecture",,P0_high_rel,,,,
ARX-168,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,VQ4SNN: Vector Quantization for Memory-Efficient FPGA Spiking Neural Networks,VQ4SNN: Vector Quantization for Memory-Efficient FPGA Spiking Neural Networks,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2606.20675v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spiking Neural Networks (SNNs) offer an energy-efficient paradigm for edge AI, making them attractive for hardware acceleration. However, deploying dense SNNs on FPGAs is constrained by limited on-chip memory for synaptic weight storage. To address this bottleneck, we propose VQ4SNN, a hardware-aware architecture that reduces memory requirements through Vector Quantization (VQ)-based weight sharin",,P0_high_rel,,,,
ARX-169,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,ReSCom: A Reconfigurable Spiking Neural Network Accelerator Using Stochastic Com,ReSCom: A Reconfigurable Spiking Neural Network Accelerator Using Stochastic Computing,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2606.13560v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spiking Neural Networks (SNNs) provide an attractive framework for energy-efficient inference due to their event-driven computation and biologically inspired dynamics. However, efficient hardware realization of SNNs remains challenging because neuronal computations incur significant power and area costs, and uncontrolled approximate arithmetic can destabilize recurrent state updates when precision",,P1_mid_rel,,,,
ARX-170,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,SupraSNN: Exploiting Synapse-Level Parallelism in Spiking Neural Network Acceler,SupraSNN: Exploiting Synapse-Level Parallelism in Spiking Neural Network Accelerators through Co-Optimized Mapping and Scheduling,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2606.13354v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spiking Neural Networks (SNNs) offer a brain-inspired path toward highly efficient computation, but their practical deployment is constrained by the challenge of managing and executing their massive parallelism on physical hardware. This problem mirrors the historical challenge in processor design of moving beyond serial execution, a barrier broken by superscalar architectures that dispatch multip",,P0_high_rel,,,,
ARX-171,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,UniSpike: Accelerating Spiking Neural Networks on Neuromorphic Systems via Elimi,UniSpike: Accelerating Spiking Neural Networks on Neuromorphic Systems via Eliminating Address Redundancy,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2605.23796v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Many-core neuromorphic systems accelerate Spiking Neural Networks (SNNs), yet their packet-based spike communication can spend substantial traffic and energy repeatedly transmitting destination addresses. This overhead is amplified by the small payload of spike packets: in representative workloads, duplicate address transmissions account for up to 49% of the total traffic. This paper presents UniS",,P2_low_mid,,,,
ARX-172,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Heterogeneous SoC Integrating an Open-Source Recurrent SNN Accelerator for Neuro,Heterogeneous SoC Integrating an Open-Source Recurrent SNN Accelerator for Neuromorphic Edge Computing on FPGA,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2605.12217v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"The growing popularity of Spiking Neural Networks (SNNs) and their applications has led to a significant fast-paced increase of neuromorphic architectures capable of mimicking the spike-based data processing typical of biological neurons. The efficient power consumption and parallel computing capabilities of the SNNs lead researchers towards the development of digital accelerators, which exploit s",,P0_high_rel,,,,
ARX-173,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,A PVT-Resilient Subthreshold SRAM-Based In-Memory Computing Accelerator with In-,A PVT-Resilient Subthreshold SRAM-Based In-Memory Computing Accelerator with In-Situ Regulation for Energy-Efficient Spiking Neural Networks,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2605.00319v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"This paper presents a PVT-resilient, subthreshold SRAM-based computing-in-memory (CIM) macro tailored for energy-efficient spiking neural networks (SNNs). The macro integrates in-situ current sensors and distributed voltage regulators to enable robust large-scale (1024 wordlines, 1304 bitlines and 128 shared neuron cells) subthreshold current-mode CIM, mitigating energy overheads and process-volta",,P0_high_rel,,,,
ARX-174,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,NeuroRing: Scaling Spiking Neural Networks via Multi-FPGA Bidirectional Ring Top,NeuroRing: Scaling Spiking Neural Networks via Multi-FPGA Bidirectional Ring Topologies and Stream-Dataflow Architectures,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2604.28059v2,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spiking neural networks (SNNs) are a promising paradigm for energy-efficient event-driven computation, but large-scale SNN execution remains challenging because sparse spike communication and synchronization can dominate runtime. Existing solutions across CPU, GPU, ASIC, and FPGA platforms offer different trade-offs between programmability, efficiency, and scalability. To address this gap, we pres",,P0_high_rel,,,,
ARX-175,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Hardware-Software Co-Design for Event-Driven SNN Deployment on Low-Cost Neuromor,Hardware-Software Co-Design for Event-Driven SNN Deployment on Low-Cost Neuromorphic FPGAs,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2604.22179v2,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Low-cost FPGA platforms can broaden access to neuromorphic systems research, but current spiking neural network (SNN) workflows remain divided between hardware-first implementations, which are difficult to integrate with PyTorch-style development, and software-first frameworks, which often stop at simulation or GPU execution. This paper presents a semantics-preserving hardware-software co-design f",,P1_mid_rel,,,,
ARX-176,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Focus Session: Hardware and Software Techniques for Accelerating Multimodal Foun,Focus Session: Hardware and Software Techniques for Accelerating Multimodal Foundation Models,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,https://arxiv.org/abs/2604.21952v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"This work presents a multi-layered methodology for efficiently accelerating multimodal foundation models (MFMs). It combines hardware and software co-design of transformer blocks with an optimization pipeline that reduces computational and memory requirements. During model development, it employs performance enhancements through fine-tuning for domain-specific adaptation. Our methodology further i",,P0_high_rel,,,,
