idea_ref,name,view_type,catalog_id,A,B,X,status,boundary,next_or_stop,source,detail
ARX-041,Encoding and Decoding Temporal Signals with Spiking Bandpass Wavelets,per_paper_fusion_hint,W0493,尖峰带通小波：差分低通尺度空间得DoE/DoT带通 + LIF量化 + 可证框架界重建——因果稀疏时间编码与非因果Morlet对照（借入≠X）。,非因果Morlet；稠密小波系数；无框架界的启发式LIF编码；仅低通无带通通道。,尖峰小波编码≠lifting X；表示/前端旁路，勿搬重建误差当净服务%。,F1弱相关（多尺度表示选择）。表示旁路。不抢 Stage B。f_candidates空。,重建MSE≠valid825；仅摘录窗；LS解码≠在线流式解码器。,重建界松或在线解码差距大挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,"ΔL_k=L_k−L_{k−1}+LIF作带通尖峰合同 | 框架界A,B作可证重建模板 | 低通通道分立携带粗结构作合成旁证 | 与Morlet/Szu成簇：因果稀疏 vs 非因果 | 负结果只停该小波前端替换"
ARX-172,X-HEEP+ReckOn Heterogeneous SoC,per_paper_fusion_hint,W0623,异构SoC挂开源RSNN：X-HEEP/ARM主机 + AER解码FSM供刺 + ReckOn共处理器(e-prop在线)——边缘神经形态集成与主机/加速器分界对照（借入≠X）。,单片纯加速器无主机；无AER时间戳的同步帧批；无在线学习的纯推理核；大BRAM一次性装全数据集。,X-HEEP+ReckOn集成≠lifting X；平台/SoC旁路，差分不在Braille准确率/资源%。,F5/F7弱相关（事件字打包、批卸载供数）。平台旁路。不抢 Stage B。f_candidates空。,边缘准确率≠valid825；仅摘录窗；AER 4相握手≠lifting same-port合同。,集成税或BRAM批卸载瓶颈挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,32b事件字(type∥addr∥tick)作供刺打包合同 | AER解码FSM作SAMPLE/TICK/epoch准确率旁证 | SPI参数库+AXI批卸载作主机/加速器分界模板 | TARGET_VALID触e-prop作在线学习边 | 负结果只停该SoC挂接
ARX-043,NESTformer Elastic Spiking Transformers,per_paper_fusion_hint,W0495,弹性尖峰Transformer：Matryoshka嵌套宽度/头数/通道 + 行式QK→LIF→V两级映射免BMM——运行时无重训缩放与神经形态原生注意力对照（借入≠X）。,固定尺寸Spikformer/QKFormer；BMM/softmax注意力卸载CPU；仅MLP弹性的MatFormer；尺寸降但尖峰不降的特征提取瓶颈。,NESTformer弹性≠lifting X；模型侧旁路，勿搬EHWGesture/DVS准确率或µJ当净服务%。,F7相关（行式注意力作打包友好算子）。模型旁路。不抢 Stage B。f_candidates含F7。,手势准确率/Loihi pJ模型≠valid825；仅摘录窗；GPU慢化行式≠芯片吞吐合同。,弹性无线性降尖峰或映射开销挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,行式两级LIF(Q·Kᵀ→LIF→·V)作神经形态注意力合同 | 粒度g嵌套切片作无重训宽度/头/通道模板 | 训用并行GEMM部署转行式作软硬桥 | 特征提取尖峰占比作能量缩放旁证 | 负结果只停该弹性挂接
ARX-038,SymbolicLight V1 Spike-Gated Dual-Path LM,per_paper_fusion_hint,W0490,尖峰门控双路径LM：LIF二值门控衰减/FFN + 连续残差上流式窗注意力与context MLP——高编码器稀疏与纯SNN/纯稠密对照（借入≠X）。,纯SpikeGPT/RWKV递推；全二值残差；BitNet权重量化无尖峰门；无辅助CE深监督。,SymbolicLight双路径≠lifting X；语言模型旁路，勿搬PPL当净服务%。,"F2/F7相关（有损共同完成/稀疏门控路径、打包友好投影）。表示旁路。不抢 Stage B。f_candidates含F2,F7。",PPL/零尖峰探针≠valid825；仅摘录窗；混合模型≠纯事件合同；位置掩码实测近失效。,质量差距大或稀疏不可兑现挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,s门控衰减态∥c连续注意力作双路径合同 | 学习α半衰期作短程记忆模板 | chunk递推膜态交接作长序列旁证 | AuxCE深监督作训练稳定边 | 负结果只停该LM混合挂接
ARX-036,PSViT Structured Pruning SViT,per_paper_fusion_hint,W0488,SViT单次结构化剪枝：层敏度剖析 + 均匀通道剪大层 + 细粒度弱敏块加码——可映射脉动/常规阵列的压缩与非结构化彩票对照（借入≠X）。,非结构化Sparsespikformer；仅token/时空稀疏无减参；迭代剪枝+多次微调；忽略层敏度的一律剪。,PSViT结构化剪≠lifting X；压缩旁路，勿搬ImageNet Top-1当净服务%。,F1相关（结构选择/通道剪）。压缩旁路。不抢 Stage B。f_candidates含F1。,ImageNet Top-1≠valid825；仅方法窗；通道剪≠lifting源字并集合同。,精度掉出3%窗或不可迁移他骨干挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,层敏度×内存剖析作剪前合同 | 均匀通道剪大层作结构友好模板 | 弱敏块细粒度加码作精度-内存旁证 | 单次无重训作嵌入约束边 | 负结果只停该SViT剪枝挂接
ARX-035,PrimeSVT Memory-aware Prioritized Pruning,per_paper_fusion_hint,W0487,内存感知优先压缩：候选层集B分选型 + 自大到小顺序非均匀剪率 + 约束验收选模——自动化SViT结构化剪与手工均匀剪对照（借入≠X）。,手工均匀剪率；非结构化；仅token稀疏；无内存约束的盲目剪。,PrimeSVT自动化剪≠lifting X；压缩旁路，差分不在26.68%内存%。,F1相关（结构压缩策略）。压缩旁路。不抢 Stage B。f_candidates含F1。,ImageNet Top-1≠valid825；仅方法窗；优先策略≠RTL调度合同。,自动化无优于PSViT手工或约束不可满足挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,B=准确率×内存收益作目标层合同 | 自大到小优先序+非均匀率作压缩模板 | L2通道滤作结构剪单元 | 约束门控候选选模旁证 | 负结果只停该自动化剪挂接
ARX-033,MOSAIC Heterogeneous NPU DSE,per_paper_fusion_hint,W0485,异构NPU工作负载DSE：精度/融合/DAG映射+分裂 + 七模块tile仿真(含LIF SFU) + 多种子扫+GA——异构核探索与同构脉动对照（借入≠X）。,单tile同构仿真；无op分裂的整算子映射；静态DRAM均分；无SNN专用SFU的通用DNN DSE。,MOSAIC仿真DSE≠lifting X；工具旁路，勿搬Pareto延迟/能当净服务%。,F5/F7弱相关（映射调度、跨tile打包）。工具旁路。不抢 Stage B。f_candidates空。,仿真PPA≠硅测；仅摘录窗；LIF SFU公式≠完整神经形态合同。,校准偏差大或搜索不可复现挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,DAG拓扑序+兼容tile最早完成作映射合同 | OC/B/IC分裂+显式reduce税作并行模板 | 动态DRAM带宽共享作异构旁证 | SFU LIF公式作尖峰算子接入边 | 负结果只停该DSE挂接
ARX-032,SNN-MLIR NIR→MLIR→C,per_paper_fusion_hint,W0484,NIR→snn-mlir→裸机C：类型多态神经元/突触op + 自动尺度对齐rescale + 单IR服务浮点仿真与i8部署——可审计SNN编译桥与手写量化对照（借入≠X）。,每后端手写部署；float/int分裂两套op；无NIR的框架锁死；仅Python运行时逐步仿真。,snn-mlir编译桥≠lifting X；工具链旁路，差分不在213–266×相对框架。,F7弱相关（IR层打包/量化合同语言）。工具旁路。不抢 Stage B。f_candidates空。,嵌入式吞吐≠valid825；线性链/无卷积/batch=1限制；补HTML≠原gap窗全文。,拓扑覆盖不足或量化误差不可接受挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,类型多态snn.cubalif作浮点/量化同op合同 | snn.rescale自动插层作尺度对齐模板 | NIR前端→linalg/arith→C11作可审计降级旁证 | 功率2权+Q12态作嵌入量化边 | 负结果只停该编译桥挂接
ARX-031,Otters++ TTFS Optical Spiking Transformer,per_paper_fusion_hint,W0483,物理TTFS光尖峰Transformer：器件衰减当时间算子 + SNN前向/等价QNN反向STE + 设备方差感知——光电子共设计与数字TTFS对照（借入≠X）。,软件显式衰减TTFS；直接对首尖微分；忽略器件噪声的后置校准；仅算子计数无数据移动的能量模型。,Otters++光TTFS≠lifting X；光学/训练旁路，勿搬GLUE分或层能量×当净服务%。,光学模拟旁路；与F族弱挂。不抢 Stage B。f_candidates空。,GLUE/层能量≠valid825；仅摘录窗；模拟光突触≠数字same-port合同。,器件漂移或训练仍过稀疏挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,光衰减响应代数字时间核作TTFS合同 | SNN前∥QNN反STE作可训模板 | DFT层窗同步作因果旁证 | 设备上下界采样+共享/多跳能量作鲁棒/计价边 | 负结果只停该光学TTFS挂接
ARX-170,SupraSNN Synapse-Level Parallelism,per_paper_fusion_hint,W0621,突触级并行SNN加速：多SPU + 路由位串导引MC树组播 + ME树同步归约部分和 + 中心膜态单元——稀疏连接下平衡并行与归约对照（借入≠X）。,ODIN时分全交叉棒；Spiker+神经元全并行吃满片上权；仅互联优化的SpiNeMap；突触/神经元分核却部分和DRAM瓶颈。,SupraSNN映射调度≠lifting X；加速器旁路，差分不在吞吐/能效点。,F5/F7相关（突触表并行驻留、事件组播打包）。加速器旁路。不抢 Stage B。f_candidates空。,仿真/加速指标≠valid825；仅方法窗；中心Neuron Unit≠分布式膜态合同。,归约树成为瓶颈或位串存储税过大挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,路由位串+MC树作按需组播合同 | ME树无缓冲同步归约作部分和模板 | SPU∥中心LIF作超标量类比旁证 | 映射/调度共优化作负载均衡边 | 负结果只停该突触并行挂接
ARX-168,VQ4SNN Vector Quantization FPGA SNN,per_paper_fusion_hint,W0619,"FPGA SNN权向量量化：指针∥共享码本两级存储 + 交错执行消多端口 + 分析选(d,k)——片上BRAM压缩与稠密权表对照（借入≠X）。",稠密BRAM权表；重多端口码本；仅标量量化/剪枝；无硬件感知的纯算法VQ。,VQ4SNN码本≠lifting X；存储压缩旁路，勿搬BRAM%当净服务%。,F5/F1弱相关（权驻留组织、有损压缩）。存储旁路。不抢 Stage B。f_candidates空。,MNIST/SHD准确率≠valid825；高尖峰密度时延↑；补HTML≠原gap窗全文。,高活动时延不可接受或精度掉点挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,"指针+共享码本作两级权存合同 | 交错层执行消多端口作时分模板 | 分析(d,k)选型作压缩旁证 | 码本复制换延迟作资源边 | 负结果只停该VQ挂接"
ARX-130,SCENIC Edge IoT Command Generation,per_paper_fusion_hint,W0581,边缘结构化指令生成：Instruct数据+紧凑Enc-Dec选型 + C-SFT三元组 + 剪枝/导出共评——压缩鲁棒与稠密精度对照（借入≠X）。,只看稠密SFT选模；无剪枝鲁棒性的解码器优先；无导出剖析的纯准确率排行。,SCENIC IoT指令≠lifting X；应用/NLP旁路，勿搬EM@1当净服务%。,F1弱相关（结构/剪枝选型）。应用旁路。不抢 Stage B。f_candidates含F1。,EM@1≠valid825；仅摘录窗；ONNX体积降≠运行加速。,任务无关或与Stage B同分母冲突 → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,稠密拟合≠高稀疏鲁棒作选模合同 | Enc-Dec作激进剪枝稳定模板 | C-SFT三元组作辅助目标旁证 | ONNX+TensorRT分报作部署边 | 负结果只停该IoT指令挂接
ARX-060,SegFold Fine-Grained Dynamic SpGEMM,per_paper_fusion_hint,W0511,细粒度动态SpGEMM：SelectA行交∩ + SegmentBC即时重分 + IPM LUT映射 + 空间折叠——不规则稀疏下动态数据流与静态/Spada对照（借入≠X）。,静态数据流；仅tile级适应的Spada；零偏移映射；无动态重映射的固定PE分配。,SegFold SpGEMM≠lifting X；稀疏算子旁路，勿搬SuiteSparse加速比当净服务%。,F5相关（细粒度动态供数/折叠）。算子旁路。不抢 Stage B。f_candidates含F5。,SpGEMM cycle/MAC≠valid825；仅方法窗；动态调度≠lifting并集调度合同。,极端稠密行压垮行级分配或调度税过大挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,SelectA行交∩重排K作复用合同 | SegmentBC即时重分作负载模板 | IPM LUT≈理想映射旁证 | 空间折叠+向量组播作带宽边 | 负结果只停该动态数据流挂接
ARX-167,Mega 22nm Conv-SNN Accelerator,per_paper_fusion_hint,W0618,卷积SNN加速：九簇核偏移并行事件ΔV + 九双口SRAM交错膜态(32ch/字) + dense spike map转地址 + 统一尖峰/态/权存储——相对AER与输出中心稠密窗的供数/并行对照（借入≠X）。,高稀疏才有效的AER；输出中心滑窗取零；尖峰/膜态/权分离存储；无核偏移并行的串行事件更新。,Mega边缘SNN加速≠lifting X；加速器旁路，勿搬0.375pJ/SOP当净服务%。,加速器旁路。不抢 Stage B。f_candidates空。,硅测PPA≠valid825；仅方法窗；288SOP/周期≠lifting并集合同。,层间稀疏度不匹配或统一存储争用挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,事件ΔV九偏移并行作核级复用合同 | 九库交错膜态+32ch字作同窗并发读模板 | dense map→地址streamer作相对AER旁证 | CU四段流水+RAW转发作无停顿边 | 负结果只停该事件卷积挂接
ARX-027,SpikeDS Dual Sparsity Spikformer,per_paper_fusion_hint,W0479,双稀疏尖峰Transformer：发放率引导窗剪枝∥W-EMSA头专家门控 + 非对称CW-SSA(Q自活跃/KV全窗)——激活稀疏与空间稀疏复合对照（借入≠X）。,全窗Spikformer；对称QKV仅自活跃；无专家路由的W-SSA；全阶段同等剪枝。,SpikeDS医学PNI≠lifting X；应用/注意力旁路，勿搬AUC/mJ当净服务%。,"F1/F2/F7相关（结构剪枝、时间窗打包、事件注意）。应用旁路。不抢 Stage B。f_candidates含F1,F2,F7。",AUC/理论能量≠valid825；仅摘录窗；ρ窗剪≠lifting源字删字合同。,任务无关或窗剪伤早期特征挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,发放率top-k窗剪作空间稀疏合同 | W-EMSA二值路由作头专家模板 | 非对称CW-SSA保剪枝窗KV作全局旁证 | Stage0禁剪+后级ρ作渐进边 | 负结果只停该双稀疏注意挂接
