catalog_id,name,full_title,entity_type,venue,category,source_refs,source_files,source_urls,reading_status_by_source,reading_levels_by_source,attempt_status_by_source,include_stop_reasons,untried_interfaces,evidence_paths,precision_tier,A,B,X_hint,idea_card_paths,code_status,code_urls,code_scope,identity_note
W0672,SpeedyGS: Content-Aware 3D Gaussian Splatting Compression via Two-Stage Optimiza,SpeedyGS: Content-Aware 3D Gaussian Splatting Compression via Two-Stage Optimization,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-222,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2607.12656v1,ARX-222: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-222: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Recent progress in compressing large-scale 3D Gaussian Splatting (3DGS) data has substantially reduced storage footprint, network transmission bandwidth, and memory traffic to GPU caches before rendering. Yet decoding with advanced 3DGS codecs still takes seconds, making them unsuitable for interactive applications. To systematically address this challenge, we propose SpeedyGS, a Content-Aware 3DG",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0673,Unlocking Parallelism in Autoregressive Language Models via Speculative Decoding,Unlocking Parallelism in Autoregressive Language Models via Speculative Decoding with Progressive Tree Drafting,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-223,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2607.10661v1,ARX-223: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-223: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Speculative decoding has significantly accelerated Large Language Model (LLM) inference by alleviating memory-bound bottlenecks. However, traditional speculative decoding typically relies on auxiliary draft modules, incurring significant training and communication overhead. Although recent methods attempt to generate drafts within the target model itself, they often fail to fully exploit its laten",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0674,Combating Textual Noise and Redundancy: Entropy-Aware Dense Visual Token Pruning,Combating Textual Noise and Redundancy: Entropy-Aware Dense Visual Token Pruning,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-224,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2607.02484v1,ARX-224: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-224: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Visual token pruning is a crucial strategy for accelerating VLMs by compressing redundant image patches, yet existing methods often fail to preserve critical cues under dense instructions and fine-grained queries. In this paper, we investigate this failure and identify two underlying bottlenecks: the widespread dispersion of textual noise that corrupts dense cross-modal scoring, and the feature fr",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0675,GES-TSP: Graph Edge Sparsification for TSP,GES-TSP: Graph Edge Sparsification for TSP,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-225,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2607.09708v1,ARX-225: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-225: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Solving large-scale instances of the Traveling Salesman Problem (TSP) exactly is computationally expensive. Researchers often employ graph sparsification methods to improve computational efficiency. Traditional sparsification methods typically rely on fixed heuristics and fail to fully exploit instance-specific structural information. In this paper, we propose Graph Edge Sparsification (GES), a le",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0676,"Can Aggregate Invariants Accelerate Continuous Subgraph Matching? Limits, Laws, ","Can Aggregate Invariants Accelerate Continuous Subgraph Matching? Limits, Laws, and a Dynamic Spectral Index",paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-226,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2606.24421v1,ARX-226: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-226: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spectral filtering recently delivered substantial pruning for \emph{static} subgraph matching: Laplacian interlacing rejects candidates whose neighborhoods cannot host the query. We study whether such aggregate structural tests can accelerate \emph{continuous} subgraph matching (CSM) over dynamic graphs, and answer in three parts. First, lazily maintained spectral bounds are infeasible exactly whe",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0677,Spectral Evolution-Guided Token Pruning in Multimodal Large Language Models,Spectral Evolution-Guided Token Pruning in Multimodal Large Language Models,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-227,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2606.24165v1,ARX-227: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-227: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Reducing visual token redundancy is critical for accelerating Multimodal Large Language Models (MLLMs) without degrading cross-modal reasoning performance. Existing token pruning methods typically rely on single-layer signals, such as attention scores or token similarities, which overlook the cross-layer transformation of visual representations and may exhibit positional bias in multimodal token s",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0678,SeaCache,完整题名待核,paper,MICRO 2025,稀疏架构与C1/C2,MAIN-R015,research/literature_audit_20260909/literature_inventory.json,https://people.iiis.tsinghua.edu.cn/~gaomy/pubs/seacache.micro25.pdf || https://github.com/tsinghua-ideal/SeaCache-sim,MAIN-R015: 全文具体方法已读（§4–6.1）,,MAIN-R015: 保留；未移植工件,连续384B W行未满8KiB是输出上下文不足，不是cache-line碎片；未完成S不能像只读fiber直接丢弃。；条件变化：若新稀疏格式出现真实变长碎片/重放，可重开；当前紧凑码不自动受益。,完整短fiber合装、长fiber拆分、ID/gLFU/virtual-tag及预取元数据端口；先与直接双缓冲比较。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/architecture_followup_20260908.md""]",,,,,,repository_link_owner_unverified,https://github.com/tsinghua-ideal/seacache-sim,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0679,HyMM,完整题名待核,paper,DATE 2025,稀疏架构与C1/C2,MAIN-R016,research/literature_audit_20260909/literature_inventory.json,https://filedn.com/luEeJVCCazShDlU4ibloXvu/publication/gcn_accel_date25/gcn_accel_date25.pdf || https://csarch.korea.ac.kr/publication/gcn_accel_date25/,MAIN-R016: 全文具体方法已读（§III–IV）,,MAIN-R016: 保留未试,图度分区与near-buffer累加可借，动态事件码不是静态幂律图；排序/搬运不能免费。,完整buffer模式切换、依赖转发和有限队列；给普通GP同样累加器再测混合数据流增量。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/architecture_followup_20260908.md""]",,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0680,Buffets,完整题名待核,paper,ASPLOS 2019,稀疏架构与C1/C2,MAIN-R020,research/literature_audit_20260909/literature_inventory.json,https://cwfletcher.github.io/content/research/2019.asplos.buffets.paper.pdf,MAIN-R020: 全文具体方法已读（§4.1–4.4）,,MAIN-R020: 信用/完成/回收原则已借；完整结构未迁,多消费者完成不能用一个FIFO有效位替代；已用于审查真实返回所有权与最后消费后回收。,完整多播信用、共享物理RAM端口分配与可配置buffer实现；局部ready/valid不是完整Buffets。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/finite_broadcast_pruning_notes_20260908.md""]",,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0681,Generalized On-Chip Communication,完整题名待核,paper,arXiv 2024,稀疏架构与C1/C2,MAIN-R021,research/literature_audit_20260909/literature_inventory.json,https://arxiv.org/html/2407.04182v1,MAIN-R021: 原文§2–3已读,,MAIN-R021: 控制参考；未完整移植,主要是通信原型，不能冒称某会议计算加速器；可支持NRV同k-ID完成控制。,完整控制/数据通道、burst保留与有限接收信用；当前GP切片不是原通信网络。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/finite_broadcast_pruning_notes_20260908.md""]",,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0682,TB-STC,完整题名待核,paper,HPCA 2025,稀疏架构与C1/C2,MAIN-R024,research/literature_audit_20260909/literature_inventory.json,https://chenzhangsjtu.github.io/files/2025-HPCA.pdf,MAIN-R024: 全文已读（§III/V/VI）,,MAIN-R024: 完整方法保留；仅粗块/方向原则借鉴,不能把合法投影掩码移过来就省略训练、压缩队列和块内可配置归约；它不保证广播组同掩码。；条件变化：新学生可剪枝，但物理字与共享请求群需要重新映射。,完整训练/两维格式/动态队列及归约；对本地实际源字并集而非nnz目标的训练尚未形成优势。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/finite_broadcast_pruning_notes_20260908.md""]",,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0683,Uni-STC,完整题名待核,paper,HPCA 2026,稀疏架构与C1/C2,MAIN-R025,research/literature_audit_20260909/literature_inventory.json,https://www.ssslab.cn/assets/papers/2026-lian-UniSTC.pdf,MAIN-R025: 全文已读（§IV-A–D/图8–13）,,MAIN-R025: 保留；未移植,"通用双稀疏任务网络不能免费塞进已较便宜的GP；不同(p,h,class)状态与完整T10消费需保留。",完整两级bitmap、排序/任务队列、SDPU拼接与冲突仲裁；现有mode2 pre-request mask不是完整Uni-STC。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md""]",,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0684,CREW,完整题名待核,paper,原记录未核正式会议 2021,稀疏架构与C1/C2,MAIN-R035,research/literature_audit_20260909/literature_inventory.json,https://arxiv.org/pdf/2107.09408,MAIN-R035: 旧AI文献表/链接；未找到全文逐节阅读记录,,MAIN-R035: 保留未试线索,只是C1/C2共享归约调研线索，未完成本地数值与有限供数验证。,先核全文机制与合法共享对象，再与UCNN/Phi/TA完整对照。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/fusion_delivery_20260907/report-source.md""]",,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0685,FEATHER,完整题名待核,paper,ISCA 2024 || 2024,稀疏架构与C1/C2,MAIN-R036 || PRO-ChatGPTpro-#硬件idea深挖0911-61,research/literature_audit_20260909/literature_inventory.json || gptpro/ChatGPTpro-#硬件idea深挖0911.md,https://arxiv.org/abs/2405.13170 || https://github.com/maeri-project/FEATHER,MAIN-R036: 旧AI文献表/链接；未找到全文逐节阅读记录 || PRO-ChatGPTpro-#硬件idea深挖0911-61: Pro 调研中的文献矩阵；汇总本轮未重新全文核验,,MAIN-R036: 保留未试线索 || PRO-ChatGPTpro-#硬件idea深挖0911-61: Pro 建议/对照线索；详见引用段落，不等于本地已迁入,官方RTL工件已找到但未迁入；旧“不许新阵列”的授权限制已变化，不是思想不适用。；条件变化：当前允许新机制/口数，不应以旧授权状态永久停止。 || 将数据重排与归约网络结合，支持低开销的数据流切换；F7 的“按 lifting 因子重排或打包”必须计入布局转换，不能把重排当免费步骤。([arXiv](https://arxiv.org/abs/2405.13170)),完整网络/阵列/重排开销，和普通交错布局同端口比较。,"[""/home/zhumd/work/sdformer_codex/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md""]",,,,,,repository_link_owner_unverified,https://github.com/maeri-project/feather,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
