id,category,name,full_title,venue,venue_verification,entity_type,depth,role,status,reason,what_untried,source_url,evidence_file
R182,剪枝、条件执行与编译,OPN,Memory-Efficient Batch Normalization by One-Pass Computation for On-Device Training,IEEE Transactions on Circuits and Systems II: Express Briefs 2024,已核五页原论文标题/作者/DOI/页码；公开原文文本镜像获取,paper,阅读层级按 status；元数据核验不等于原作完整迁移,抽样 range normalization、TinyEN、稀疏恢复直接先验,最新 20260906 已补读原文 III-B/C/D 与 IV；不是仍未取得全文,采用最新 root_bn_prior_gap_closure：单遍 BN/省原值已有，OPN 是近似算法，不等同冻结全域标准 BN；不转述其工艺 PPA 为本地结果。,完整原训练、抽样统计和 TinyEN；与固定 BN/必须保真动态 BN 两种身份分别比較,https://doi.org/10.1109/TCSII.2024.3354738,/home/zhumd/work/ideafromai/research/mechanism_rebuild_gh_20260906/records/root_bn_prior_gap_closure.json；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/README.md
R183,剪枝、条件执行与编译,FlexAcc,FlexAcc: Accelerating Batch Normalization through GPU-FPGA Integration,ISCAS 2025,已核作者正式 PDF,paper,阅读层级按 status；元数据核验不等于原作完整迁移,统计和传输融合、两遍保原值的强基线,20260906 已读 III-A/B/C；完整异构系统未迁入,首遍计算 sum/sumsq 同时保存 x，后读回归一化；前后向模块共用已有。旧未读缺口已被新记录补齐。,原完整 GPU-FPGA 供数/状态模型；当前数字 SRAM 和 θg 消费者费用,https://jiemingyin.github.io/docs/ISCAS2025_FlexAcc.pdf,/home/zhumd/work/ideafromai/research/mechanism_rebuild_gh_20260906/records/root_bn_prior_gap_closure.json；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/README.md
R184,剪枝、条件执行与编译,ACBN,ACBN: Approximate Calculated Batch Normalization for Efficient DNN On-Device Training Processor,IEEE Transactions on Very Large Scale Integration Systems 2023,Crossref 出版者元数据已核；全文未取得,paper,阅读层级按 status；元数据核验不等于原作完整迁移,近似 BN 处理器直接近邻,元数据/引用追踪层级；全文缺口仍未闭,不能依据二手 range-BN 概述排除覆盖；也未称其完整迁移/失败。,原文方法与统计精度/状态保存边界；与本地源统计/证书的准确关系,https://doi.org/10.1109/TVLSI.2023.3262787,/home/zhumd/work/ideafromai/research/mechanism_rebuild_gh_20260906/records/root_bn_prior_gap_closure.json
R185,剪枝、条件执行与编译,LUT-GEMM,LUT-GEMM: Quantized Matrix Multiplication Based on LUTs for Efficient Inference in Large-Scale Generative Language Models,ICLR 2024,本轮核官方论文首页,paper,本地记录有机制引用；本輪仅复核出版身份，不补称逐节精读,查部分和/二值索引/量化矩阵乘强先验,本地作为方法近邻引用；未完整迁移 GPU kernel,radix/时间签名中不默认加入 LUT 引擎的结论只针对本地收益；不等于 LUT-GEMM 完整方法失败。,原量化格式、查表 kernel、编译与分块；本地 θW 表、完整 PSN 和真实物理请求的同学生对照,https://proceedings.iclr.cc/paper_files/paper/2024/file/a4f98ce85f440ee269b0df57b4368719-Paper-Conference.pdf,/home/zhumd/work/ideafromai/research/innovation_radix_temporal_20260906/report.md
R186,剪枝、条件执行与编译,Network Deconvolution,Network Deconvolution,ICLR 2020,作者 arXiv v4 明确 ICLR 2020,paper,本地记录核其输入协方差/权重变换原理；本轮核作者摘要与出版信息,输入协方差先行与权重变换的 BN 近邻,原理层面纳入；未迁入完整去相关训练,源域统计/先变换权重已有相关方法；本地精确经验矩统计不是完整 Network Deconvolution。,原完整 whitening/去相关及替换 BN 的训练；稀疏 θg 变连续后新增算术和供数费用,https://arxiv.org/abs/1905.11926,/home/zhumd/work/ideafromai/research/innovation_radix_temporal_20260906/report.md
R187,剪枝、条件执行与编译,Deep Decomposition Learning,Deep Decomposition Learning for Inverse Imaging Problems,ECCV 2020,作者 arXiv v3 明确 To appear in ECCV 2020,paper,本地记录有分解方法评审；本轮核作者论文身份,可观测分量/零空间分解的算法先验,原理已用于光流法向分解评审；未立项训练,已有 range/null-space 结构分解，不能把网络只补不可观测分量当新代数。当前无完整事件约束生产和网络改写实验，未判原方法失效。,真实事件法向测量、不确定性与不可观测分量学习；完整 optical-flow AEE/前端费用验证,https://arxiv.org/abs/1911.11028,/home/zhumd/work/ideafromai/research/innovation_radix_temporal_20260906/report.md
R188,剪枝、条件执行与编译,Davis–Arel conditional low rank,Low-Rank Approximations for Conditional Feedforward Computation in Deep Neural Networks,arXiv 2013,作者 arXiv 身份已核；2014 修订/后续正式会议未在本轮确认,paper,本地已逐节读方法并形成真实输入探针；本轮只补清单,低秩先判激活、再条件执行原矩阵的直接先验,原文 §3.1–3.5 已读；本地严格残差界有限迁移已测,本地 rank1/SVD 先判在静态常量折叠的 rank0 范数门强控制前失利；停止此无损预测版本，不等于允许有损低秩 PSN 压缩也失败。原论文原型先完整前向再 mask，未冒称完整条件硬件。,原完整预测训练与执行开销；有损低秩模型与无损预测两种任务分开；同挂点 rank2/3 拟合属于另一控制,https://arxiv.org/abs/1312.4461,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/README.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/independent_review.md
R189,剪枝、条件执行与编译,Mixture-of-Rookies,Mixture-of-Rookies: Saving DNN Computations by Predicting ReLU Outputs,Universitat Politècnica de Catalunya 作者研究报告 2021,作者原文及 RR/2021/7 入口已核；正式会议/期刊未确认,technical_report,本地引用算前预测原则；本轮核作者全文首页/摘要，未补称既往完整精读,低成本二值点积预测与共同负输出分组先验,本地原理引用；未完整迁入混合预测器/阵列,算前预测零、相关神经元分组不是空白；动态 BN/非因果 PSN 的全域依赖并未由该原文自动解决，也未被本地 median mask 试验否定。,原完整二值点积回归与角度分组训练；全 T10 θg 的误差/共同完成与源供数费用,https://www.ac.upc.edu/app/research-reports/html/RR/2021/7.pdf,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/candidate_cards_v1.md
R190,剪枝、条件执行与编译,CNN-Cert,CNN-Cert: An Efficient Framework for Certifying Robustness of Convolutional Neural Networks,AAAI 2019,作者 arXiv/本地会议记录已核,paper,相关框架原则已纳入旧卡；本轮只核题名/出版信息，不冒称全系统实验,卷积网络保守界传播的直接先验,本地原理引用；未迁入完整认证框架,保守界、逐层传播及证书不是新原语；本地动态 BN 渐进精化没有把全域重扫和 FP 舍入解决，不能以公式正确充当执行收益。,完整认证域和浮点数值边界；真实全域统计依赖、精化代价与最强一次检查,https://arxiv.org/abs/1811.12395,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/candidate_cards_v1.md
R191,剪枝、条件执行与编译,Neuron Merging,Neuron Merging: Compensating for Pruned Neurons,NeurIPS 2020,官方论文首页/会议落款已核,paper,本地记录已引用合并与 BN 方法；本轮核官方原文身份,相似滤波器合并与向后层吸收缩放的强先验,本地方法近邻引用；未完整迁入作者压缩方法,共享完整投影/补偿被剪神经元已有方法；本地多阈值可达模式假说不能改名作普通合并创新。ReLU 吸收条件不能直接代替非因果 PSN 和 θg 合同。,原相似度分解/BN 处理和补偿；多阈值新学生、真实 FC2 稀疏控制与表规模,https://papers.nips.cc/paper/2020/file/0678ca2eae02d542cc931e81b74de122-Paper.pdf,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/candidate_cards_v1.md
R192,剪枝、条件执行与编译,Wanhammar distributed arithmetic notes,Distributed Arithmetic（DSP Integrated Circuits 作者讲义）,作者教学讲义，非独立会议论文,原作者课程路径；本轮访问失败；版本/年份未核，不猜,lecture_notes,已有报告明确第1–4页原文已读；本轮不因访问失败抹掉既往阅读,固定点积位平面查表与移位累加标准基线,既往已读第1–4页；未把讲义算作本地新方法,六输入位组成 64 项 subset-sum 表、分成3+3子表都属普通 DA。96 lane 独立地址需要端口/ROM/MUX，单份容量不能偷换全部并行费用。,同 CMOS 资源下完整 DA/分表/端口比较；本地 word-MAC 和普通合法缩位必须同授,https://users.isy.liu.se/eks/larsw/books/DSP_Integrated_Circuits/pdf/DSP_IC_DA.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/bit_decision_cost_review.md
R193,剪枝、条件执行与编译,ConvDLGN,Convolutional Differentiable Logic Gate Networks,NeurIPS 2024,官方 NeurIPS 2024 主会论文页已核,paper,本地方法评审已完成；本轮补身份和未试范围,直接训练逻辑树卷积和逻辑池化的模型/电路先验,原文相关机制已读；本地逻辑模型未训练/综合,直接删 MAC/宽中间状态而学习判定位已有具体方法；本地未提出超出完整 LogicNets/ConvDLGN 的结构增量，停止泛化命名，保留模型迁移资格。,完整逻辑卷积训练与有限 fan-in；连续输入、T10 θ 幅值及任务蒸馏的实际 AEE/硬件,https://proceedings.neurips.cc/paper_files/paper/2024/hash/db988b089d8d97d0f159c15ed0be6a71-Abstract-Conference.html,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/next_hypotheses_independent.md
R194,剪枝、条件执行与编译,JPEG-domain ResNet,Deep Residual Learning in the JPEG Transform Domain,ICCV 2019,作者 arXiv v3 明确 ICCV 2019,paper,明确相关方法段已读，不等于原模型复现,变换域均值/方差与跨块统计合并直接先验,原文 §4.3、补充 Algorithm 3 已读；未迁入 JPEG 网络,由变换系数求 BN 统计不是新增公式。本地时间码 Gram/Hadamard 扩展只有首遍免解码的有限余量；固定 BN2 简单控制已很强，未开该扩展训练。,原完整变换域网络/BN；保动态 BN2 时字典训练、稀疏类更新与完整等待状态,https://arxiv.org/abs/1812.11690,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/gustavsnn_migration_notes.md
R195,剪枝、条件执行与编译,QuaRot,QuaRot: Outlier-Free 4-Bit Inference in Rotated LLMs,NeurIPS 2024,已核官方 NeurIPS 2024 主会论文页,paper,相关原文方法已读；论文身份由官方页补核,正交旋转、RMSNorm 不变性与量化强先验,作者原文 §3.4/§4 已读；本地未完整迁入旋转量化,正交基下求范数、Hadamard 和折权不是新意；改变基后一次 θg 更新可能扩成多个连续更新，不能免费推导类域硬件获益。,原完整旋转/量化过程；本地静态字典、真实源稀疏、非因果消费与动态 BN 分开比较,https://proceedings.neurips.cc/paper_files/paper/2024/hash/b5b939436789f76f08b9d0da5e81af7c-Abstract-Conference.html,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/gustavsnn_migration_notes.md
R196,剪枝、条件执行与编译,Budgeted Broadcast,Budgeted Broadcast: An Activity-Dependent Pruning Rule for Neural Network Efficiency,arXiv 2025,作者预印本题名/日期已核；正式发表未确认,paper,相关主文已逐节核对，本轮仅补清单,活动率×扇出预算剪枝与周期性再生直接先验,原文 §2–4/Algorithm1/Fig2 已读；未完整迁入训练,按广播扇出训练连接不是新增原则。原文未实现本地消费者提前完成后取消前驱卷积的时间图，不能仅凭一般 mask 表达力否定具体共设；当前持续检查仍输强一次检查。,原完整活动预算/再生训练；针对真实前驱生产与有限状态的训练目标，需独立新增差异才重开,https://arxiv.org/abs/2510.01263,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md
R197,剪枝、条件执行与编译,SOFTS,SOFTS: Efficient Multivariate Time Series Forecasting with Series-Core Fusion,NeurIPS 2024,官方论文首页/会议落款已核,paper,相关方法已读；本轮核官方身份并保留执行依赖差别,共享 core＋私有表示融合的结构近邻,原文 §3.1–3.3/式3–5/附录B.2 已读；未迁入预测模型,共享基础+私有尾结构原则已有；STAR 的 core 依赖全部序列，不能先用它取消其前驱。本地少数实际锚列与私有尾有不同依赖，但需净服务证据，不能因结构可写作 mask 就说已完全覆盖。,原完整 STAR 与任务训练；本地同预算普通共享结构、真实生产取消和强一次许可比较,https://proceedings.nips.cc/paper_files/paper/2024/file/754612bde73a8b65ad8743f1f6d8ddf6-Paper-Conference.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md
