uid,name,full_title,venue,entity_type,category,depth_bucket,read_flag,inventory_origin,status,source_url
ARX-010,eCARLA-scenes: A synthetically generated dataset for event-based optical flow pr,eCARLA-scenes: A synthetically generated dataset for event-based optical flow prediction,arXiv 2024,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2412.09209v1
ARX-011,TSkips: Efficiency Through Explicit Temporal Delay Connections in Spiking Neural,TSkips: Efficiency Through Explicit Temporal Delay Connections in Spiking Neural Networks,arXiv 2024,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2411.16711v2
ARX-012,Event-based vision on FPGAs -- a survey,Event-based vision on FPGAs -- a survey,arXiv 2024,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2407.08356v1
ARX-013,SCSim: A Realistic Spike Cameras Simulator,SCSim: A Realistic Spike Cameras Simulator,arXiv 2024,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2405.16790v1
ARX-014,Photonic Neuromorphic Accelerators for Event-Based Imaging Flow Cytometry,Photonic Neuromorphic Accelerators for Event-Based Imaging Flow Cytometry,arXiv 2024,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2404.10564v1
ARX-015,Chasing Day and Night: Towards Robust and Efficient All-Day Object Detection Gui,Chasing Day and Night: Towards Robust and Efficient All-Day Object Detection Guided by an Event Camera,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2309.09297v2
ARX-016,Unsupervised Optical Flow Estimation with Dynamic Timing Representation for Spik,Unsupervised Optical Flow Estimation with Dynamic Timing Representation for Spike Camera,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2307.06003v1
ARX-017,S-TLLR: STDP-inspired Temporal Local Learning Rule for Spiking Neural Networks,S-TLLR: STDP-inspired Temporal Local Learning Rule for Spiking Neural Networks,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2306.15220v4
ARX-018,Training a spiking neural network on an event-based label-free flow cytometry da,Training a spiking neural network on an event-based label-free flow cytometry dataset,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2303.10632v1
ARX-019,Dynamic Event-based Optical Identification and Communication,Dynamic Event-based Optical Identification and Communication,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2303.07169v4
ARX-020,Anti-Gravity Walking by a Flying Humanoid Robot via Thrust-Rate Input Whole-Body,Anti-Gravity Walking by a Flying Humanoid Robot via Thrust-Rate Input Whole-Body Model Predictive Control,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2609.07544v1
ARX-021,Noise-Resilient Detection of Neuronal Spikes by a Hopf-Bifurcation Device,Noise-Resilient Detection of Neuronal Spikes by a Hopf-Bifurcation Device,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2609.04949v1
ARX-022,Current-Limiting Control for Fault Ride-Through of LLC-based Solid-State Transfo,Current-Limiting Control for Fault Ride-Through of LLC-based Solid-State Transformer in Data Centers,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.26595v2
ARX-023,Event-triggered Implicit Perturbation for Zeroth-Order Fine-Tuning of Spiking Tr,Event-triggered Implicit Perturbation for Zeroth-Order Fine-Tuning of Spiking Transformers,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.21223v1
ARX-024,Robust and Efficient Feature Extraction for Spike Sorting via the Walsh-Hadamard,Robust and Efficient Feature Extraction for Spike Sorting via the Walsh-Hadamard Transform,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.19048v1
ARX-025,The Sparsity Ceiling: Where Spiking Networks Can and Cannot Trade Activity for E,The Sparsity Ceiling: Where Spiking Networks Can and Cannot Trade Activity for Energy,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.26648v1
ARX-026,From Bit-Position Sensitivity to Unequal Error Protection for DNN Inference Memo,From Bit-Position Sensitivity to Unequal Error Protection for DNN Inference Memory,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.19623v1
ARX-027,SpikeDS: Dual Sparsity Spikformer for Perineural Invasion Prediction in 3D MRI,SpikeDS: Dual Sparsity Spikformer for Perineural Invasion Prediction in 3D MRI,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.11986v1
ARX-028,Intrinsically Stable Spiking Neural Networks: Overcoming the Performance Barrier,Intrinsically Stable Spiking Neural Networks: Overcoming the Performance Barrier in the Absence of Batch Normalization,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.31695v1
ARX-029,Solar Radio Burst Fine Structures,Solar Radio Burst Fine Structures,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.25469v1
ARX-030,End-to-End Radar and Communication Modulation Recognition with Neuromorphic Comp,End-to-End Radar and Communication Modulation Recognition with Neuromorphic Computing,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.24075v1
ARX-031,Otters++: A Time-to-first-spike Based Energy Efficient Optical Spiking Transform,Otters++: A Time-to-first-spike Based Energy Efficient Optical Spiking Transformer,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.13016v1
ARX-032,SNN-MLIR: An MLIR Dialect for Compiling Neuromorphic SNNs from NIR to Bare-Metal,SNN-MLIR: An MLIR Dialect for Compiling Neuromorphic SNNs from NIR to Bare-Metal C,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.09213v1
ARX-033,MOSAIC: A Workload-Driven Simulation and Design-Space Exploration Framework for ,MOSAIC: A Workload-Driven Simulation and Design-Space Exploration Framework for Heterogeneous NPUs,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.05362v2
ARX-034,BIDENT: Heterogeneous Operator-level Mapping for Efficient Edge Inference,BIDENT: Heterogeneous Operator-level Mapping for Efficient Edge Inference,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.05271v1
ARX-035,PrimeSVT: An Automated Memory-aware Pruning Framework with Prioritized Compressi,PrimeSVT: An Automated Memory-aware Pruning Framework with Prioritized Compression Policy for Spiking Vision Transformers,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.03428v1
ARX-036,PSViT: A Methodology for Structurally Pruning Spiking Vision Transformers,PSViT: A Methodology for Structurally Pruning Spiking Vision Transformers,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.03257v1
ARX-037,SpikingMoE: SDPrompt-Guided Dynamic Expert Fusion in Spiking Neural Networks,SpikingMoE: SDPrompt-Guided Dynamic Expert Fusion in Spiking Neural Networks,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.23188v1
ARX-038,SymbolicLight V1: Spike-Gated Dual-Path Language Modeling at High Encoder Spike ,SymbolicLight V1: Spike-Gated Dual-Path Language Modeling at High Encoder Spike Sparsity,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.21333v3
ARX-039,Q-SpiRL: Quantum Spiking Reinforcement Learning for Adaptive Robot Navigation,Q-SpiRL: Quantum Spiking Reinforcement Learning for Adaptive Robot Navigation,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.20801v2
ARX-040,Leveraging Non-Equilibrium ECRAM Dynamics for Short-Term Plasticity in Neuromorp,Leveraging Non-Equilibrium ECRAM Dynamics for Short-Term Plasticity in Neuromorphic Circuits,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.11243v1
ARX-041,Encoding and Decoding Temporal Signals with Spiking Bandpass Wavelets,Encoding and Decoding Temporal Signals with Spiking Bandpass Wavelets,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.09770v1
ARX-042,Non-Monotonic Latency in Apple MPS Decoding: KV Cache Interactions and Execution,Non-Monotonic Latency in Apple MPS Decoding: KV Cache Interactions and Execution Regimes,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.08913v2
ARX-043,Elastic Spiking Transformers for Efficient Gesture Understanding,Elastic Spiking Transformers for Efficient Gesture Understanding,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.13869v1
ARX-044,Phase-Stable Self-Modulation for GHz Continuous-Wave Ultrafast X-Ray Free-Electr,Phase-Stable Self-Modulation for GHz Continuous-Wave Ultrafast X-Ray Free-Electron Lasers,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2604.27347v1
ARX-045,Robust and Sparse Group Dynamic Causal Modeling via Student-t Parametric Empiric,Robust and Sparse Group Dynamic Causal Modeling via Student-t Parametric Empirical Bayes and Nonlocal Priors,arXiv 2026,paper,arXiv增量|all:product AND all:sparsity AND all:spi,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2609.06379v1
ARX-046,A Symmetric Random Scan Collapsed Gibbs Sampler for Fully Bayesian Variable Sele,A Symmetric Random Scan Collapsed Gibbs Sampler for Fully Bayesian Variable Selection with Spike-and-Slab Priors,arXiv 2026,paper,arXiv增量|all:product AND all:sparsity AND all:spi,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2601.07864v1
ARX-047,Sparsity-Aware Streaming SNN Accelerator with Output-Channel Dataflow for Automa,Sparsity-Aware Streaming SNN Accelerator with Output-Channel Dataflow for Automatic Modulation Classification,arXiv 2026,paper,arXiv增量|all:product AND all:sparsity AND all:spi,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2601.02613v1
ARX-048,Otters: An Energy-Efficient SpikingTransformer via Optical Time-to-First-Spike E,Otters: An Energy-Efficient SpikingTransformer via Optical Time-to-First-Spike Encoding,arXiv 2025,paper,arXiv增量|all:product AND all:sparsity AND all:spi,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2509.18968v1
