uid,name,full_title,venue,venue_norm,entity_type,precision_tier,relevance_score,precision_status,depth_bucket,read_flag,f_candidates,arxiv_id,source_url,abstract
ARX-119,MatCreatioNN: Machine learning-guided computational discovery of photocatalysts ,MatCreatioNN: Machine learning-guided computational discovery of photocatalysts for environmental applications,arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2",2607.27295,https://arxiv.org/abs/2607.27295v1,The rational design of photocatalysts for environmental remediation and CO2 conversion remains limited by the high computational cost and sparse experimental data describing multi-parameter photocatalytic behavior. This work presents an integrated machine-learning framework that couples reinforcemen
ARX-124,"Toward a Stable and Deployable Adaptive Chirplet Transform: Residual Projection,","Toward a Stable and Deployable Adaptive Chirplet Transform: Residual Projection, Hybrid GPU Acceleration, and Multi-Channel Scalability",arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2607.16629,https://arxiv.org/abs/2607.16629v2,"The Adaptive Chirplet Transform is a flexible framework that can decompose non-stationary signals into sparse chirplets; it has been applied to signals such as electroencephalography, electromyography and radar. However, the practical deployment of this transform has been hindered by two challenges:"
ARX-128,A sparse spectral method on a class of domains bounded by planar algebraic curve,A sparse spectral method on a class of domains bounded by planar algebraic curves,arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,,2606.24423,https://arxiv.org/abs/2606.24423v1,"We develop a sparse spectral method for solving partial differential equations on a class of two-dimensional geometries bounded by algebraic curves. The numerical method uses generalised bivariate Koornwinder polynomials which form a complete orthogonal basis, but one which is not graded in terms of"
ARX-131,Exploratory Modelling of Multi-System Transformation Pathways from Real-World Da,Exploratory Modelling of Multi-System Transformation Pathways from Real-World Data: A SINDy-Inspired Sparse Orthogonal Regression Technique,arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2",2606.21530,https://arxiv.org/abs/2606.21530v1,"Sustainability transitions unfold through interacting dynamics across social, technological, economic, environmental, and governance dimensions. However, many modelling approaches either isolate subsystems or rely on optimisation-based pathways that do not explicitly represent feedbacks, path depend"
ARX-132,Trustworthy MRI Reconstruction via Bayesian Uncertainty Quantification with Spar,Trustworthy MRI Reconstruction via Bayesian Uncertainty Quantification with Sparsity Prior Models,arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2606.17343,https://arxiv.org/abs/2606.17343v2,"We propose a novel Bayesian framework for joint image reconstruction and uncertainty quantification from compressed sensing magnetic resonance imaging data. The problem is formulated as a linear inverse problem, where prior distributions are assigned to the unknown image parameters. Specifically, th"
ARX-137,LiNO: Lifting based multiresolution neural operator,LiNO: Lifting based multiresolution neural operator,arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2",2607.02715,https://arxiv.org/abs/2607.02715v1,"Recently, neural operators have shown promising outcomes for learning solution operators of differential equations directly from data. This framework learns a functional mapping from the parameter field to the solution field, enabling the prediction of an entire class of solutions rather than a spec"
ARX-187,BitWave: Exploiting Column-Based Bit-Level Sparsity for Deep Learning Accelerati,BitWave: Exploiting Column-Based Bit-Level Sparsity for Deep Learning Acceleration,arXiv 2025,arXiv 2025,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2,F4",2507.12444,https://arxiv.org/abs/2507.12444v1,"Bit-serial computation facilitates bit-wise sequential data processing, offering numerous benefits, such as a reduced area footprint and dynamically-adaptive computational precision. It has emerged as a prominent approach, particularly in leveraging bit-level sparsity in Deep Neural Networks (DNNs)."
ARX-193,BF-IMNA: A Bit Fluid In-Memory Neural Architecture for Neural Network Accelerati,BF-IMNA: A Bit Fluid In-Memory Neural Architecture for Neural Network Acceleration,arXiv 2024,arXiv 2024,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,,2411.01417,https://arxiv.org/abs/2411.01417v1,Mixed-precision quantization works Neural Networks (NNs) are gaining traction for their efficient realization on the hardware leading to higher throughput and lower energy. In-Memory Computing (IMC) accelerator architectures are offered as alternatives to traditional architectures relying on a data-
ARX-195,ReDy: A Novel ReRAM-centric Dynamic Quantization Approach for Energy-efficient C,ReDy: A Novel ReRAM-centric Dynamic Quantization Approach for Energy-efficient CNN Inference,arXiv 2023,arXiv 2023,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,,2306.16298,https://arxiv.org/abs/2306.16298v1,The primary operation in DNNs is the dot product of quantized input activations and weights. Prior works have proposed the design of memory-centric architectures based on the Processing-In-Memory (PIM) paradigm. Resistive RAM (ReRAM) technology is especially appealing for PIM-based DNN accelerators 
ARX-198,Bit-balance: Model-Hardware Co-design for Accelerating NNs by Exploiting Bit-lev,Bit-balance: Model-Hardware Co-design for Accelerating NNs by Exploiting Bit-level Sparsity,arXiv 2023,arXiv 2023,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,,2302.00201,https://arxiv.org/abs/2302.00201v1,"Bit-serial architectures can handle Neural Networks (NNs) with different weight precisions, achieving higher resource efficiency compared with bit-parallel architectures. Besides, the weights contain abundant zero bits owing to the fault tolerance of NNs, indicating that bit sparsity of NNs can be f"
ARX-201,SWIS -- Shared Weight bIt Sparsity for Efficient Neural Network Acceleration,SWIS -- Shared Weight bIt Sparsity for Efficient Neural Network Acceleration,arXiv 2021,arXiv 2021,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,,2103.01308,https://arxiv.org/abs/2103.01308v2,"Quantization is spearheading the increase in performance and efficiency of neural network computing systems making headway into commodity hardware. We present SWIS - Shared Weight bIt Sparsity, a quantization framework for efficient neural network inference acceleration delivering improved performan"
MAIN-R019,ScanNow,ScanNow: A Scan Window-Based Sparse Matrix Multiplication Accelerator Design,ICCAD 2025,ICCAD 2025,paper,P1_mid_rel,28,metadata_only,metadata_or_list,already_inventoried,,,"['https://doi.org/10.1109/ICCAD66269.2025.11240912', 'https://researchportal.hkust.edu.hk/en/publications/scannow-a-scan-window-based-sparse-matrix-multiplication-accelera/']",
MAIN-R049,BRIM,BRIM: Workload-Balanced Dual-Sided Bit-Serial Sparse Inference Accelerator,arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,already_inventoried,F1,2607.19431,['https://arxiv.org/abs/2607.19431'],"Bit-serial accelerators exploit bit-level sparsity to reduce DNN inference cost, but existing designs exploit sparsity on only one operand, bounding the speedup. Extending sparsity exploitation to both operands simultaneously yields compounding reductions in partial products but introduces a critica"
MAIN-R140,ComPreEND,ComPreEND: Computation Pruning through Predictive Early Negative Detection for ReLU in a Deep Neural Network Accelerator,IEEE Transactions on Computers 2022,IEEE Transactions on Computers 2022,paper,P1_mid_rel,28,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,"F1,F2",,['https://snu.elsevierpure.com/en/publications/compreend-computation-pruning-through-predictive-early-negative-d/'],
MUSHA-SP027,ESDA,ESDA: submanifold sparse event dataflow on FPGA,FPGA 2024,FPGA 2024,paper,P1_mid_rel,28,metadata_only,unclear,already_inventoried_musha_incremental,,,,
ARX-200,Bit-serial Weight Pools: Compression and Arbitrary Precision Execution of Neural,Bit-serial Weight Pools: Compression and Arbitrary Precision Execution of Neural Networks on Resource Constrained Processors,arXiv 2022,arXiv 2022,paper,P2_low_mid,26,arxiv_abstract_verified,metadata_or_list,new_this_round,,2201.11651,https://arxiv.org/abs/2201.11651v1,"Applications of neural networks on edge systems have proliferated in recent years but the ever-increasing model size makes neural networks not able to deploy on resource-constrained microcontrollers efficiently. We propose bit-serial weight pools, an end-to-end framework that includes network compre"
ARX-203,Dense Structural Compression of Transformers via Gauge-Correct Channel Removal,Dense Structural Compression of Transformers via Gauge-Correct Channel Removal,arXiv 2026,arXiv 2026,paper,P2_low_mid,26,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F7",2609.07264,https://arxiv.org/abs/2609.07264v1,"Inference energy per token drives the cost and carbon footprint of deployed transformers. It is dominated by dense matrix products that incur fused multiply-accumulate (FMA) operations and memory traffic. To reduce these computations while retaining dense tensors for high GPU throughput, we develop "
ARX-211,ReCache: Efficient KV Cache Reuse and Compression for Tool-Augmented LLM Agents,ReCache: Efficient KV Cache Reuse and Compression for Tool-Augmented LLM Agents,arXiv 2026,arXiv 2026,paper,P2_low_mid,26,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F7",2608.19662,https://arxiv.org/abs/2608.19662v1,"Agentic language models repeatedly encode tool and skill schemas that recur across requests in different combinations and orders, preventing standard prefix caching from reusing their key--value (KV) states. We introduce \textbf{ReCache}, a framework for independently caching resource representation"
ARX-227,Spectral Evolution-Guided Token Pruning in Multimodal Large Language Models,Spectral Evolution-Guided Token Pruning in Multimodal Large Language Models,arXiv 2026,arXiv 2026,paper,P2_low_mid,26,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F7",2606.24165,https://arxiv.org/abs/2606.24165v1,"Reducing visual token redundancy is critical for accelerating Multimodal Large Language Models (MLLMs) without degrading cross-modal reasoning performance. Existing token pruning methods typically rely on single-layer signals, such as attention scores or token similarities, which overlook the cross-"
MAIN-R033,Eyeriss v2,Eyeriss v2: A Flexible Accelerator for Emerging Deep Neural Networks on Mobile Devices,IEEE JETCAS 2019,TCAS 2019,paper,P2_low_mid,26,metadata_only,metadata_or_list,already_inventoried,,,['https://people.csail.mit.edu/emer/media/papers/2019.04.jetcas.eyeriss_v2.pdf'],
MAIN-R050,EBPC,EBPC: Extended Bit-Plane Compression for Deep Neural Network Inference and Training Accelerators,IEEE JETCAS 2019,TCAS 2019,paper,P2_low_mid,26,metadata_only,metadata_or_list,already_inventoried,,,"['https://arxiv.org/html/1908.11645v2', 'https://github.com/pulp-platform/stream-ebpc', 'https://cris.unibo.it/handle/11585/728412']",
MAIN-R083,Auto-ViT-Acc,Auto-ViT-Acc: An FPGA-Aware Automatic Acceleration Framework for Vision Transformer with Mixed-Scheme Quantization,2022 32nd International Conference on Field-Programmable Logic and Applications (FPL) 2022,2022 32nd International Conference on Field-Programmable Logic and Applications ,paper,P2_low_mid,26,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/FPL57034.2022.00027'],
MAIN-R084,FlashAttention,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,NeurIPS 2022,NeurIPS 2022,paper,P2_low_mid,26,arxiv_abstract_verified,metadata_or_list,already_inventoried,"F2,F7",2205.14135,['https://arxiv.org/abs/2205.14135'],"Transformers are slow and memory-hungry on long sequences, since the time and memory complexity of self-attention are quadratic in sequence length. Approximate attention methods have attempted to address this problem by trading off model quality to reduce the compute complexity, but often do not ach"
MAIN-R086,FlashAttention-3,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,NeurIPS 2024,NeurIPS 2024,paper,P2_low_mid,26,arxiv_abstract_verified,metadata_or_list,already_inventoried,F7,2407.08608,"['https://arxiv.org/abs/2407.08608', 'https://proceedings.neurips.cc/paper_files/paper/2024/hash/7ede97c3e082c6df10a8d6103a2eebd2-Abstract-Conference.html']","Attention, as a core layer of the ubiquitous Transformer architecture, is the bottleneck for large language models and long-context applications. FlashAttention elaborated an approach to speed up attention on GPUs through minimizing memory reads/writes. However, it has yet to take advantage of new c"
MAIN-R091,PARO / PAROAttention,PAROAttention: Pattern-Aware ReOrdering for Efficient Sparse and Quantized Attention in Visual Generation Models,arXiv 2025,arXiv 2025,paper,P2_low_mid,26,arxiv_abstract_verified,metadata_or_list,already_inventoried,F7,2506.16054,['https://arxiv.org/abs/2506.16054'],"In visual generation, the quadratic complexity of attention mechanisms results in high memory and computational costs, especially for longer token sequences required in high-resolution image or multi-frame video generation. To address this, prior research has explored techniques such as sparsificati"
MAIN-R099,Edge-MoE,Edge-MoE: Memory-Efficient Multi-Task Vision Transformer Architecture with Task-Level Sparsity via Mixture-of-Experts,2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD) 2023,ICCAD 2023,paper,P2_low_mid,26,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/ICCAD57390.2023.10323651'],
MAIN-R338,UNPU,UNPU: A 50.6TOPS/W unified deep neural network accelerator with 1b-to-16b fully-variable weight bit-precision,ISSCC 2018,ISSCC 2018,paper,P2_low_mid,26,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/ISSCC.2018.8310262'],
MAIN-R344,Yue Set-Associate Zero-Skip CIM,15.2 A 2.75-to-75.9TOPS/W Computing-in-Memory NN Processor Supporting Set-Associate Block-Wise Zero Skipping and Ping-Pong CIM with Simultaneous Computation and Weight Updating,ISSCC 2021,ISSCC 2021,paper,P2_low_mid,26,metadata_only,metadata_or_list,already_inventoried,"F2,F4",,['https://doi.org/10.1109/ISSCC42613.2021.9365958'],
MAIN-R353,Chih All-Digital SRAM CIM,16.4 An 89TOPS/W and 16.3TOPS/mm<sup>2</sup> All-Digital SRAM-Based Full-Precision Compute-In Memory Macro in 22nm for Machine-Learning Edge Applications,ISSCC 2021,ISSCC 2021,paper,P2_low_mid,26,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/ISSCC42613.2021.9365766'],
