uid,name,source,depth,A,B,X_hint,f_or_stageB,boundary,idea_bullets,kill_gate
MAIN-R256,Spike-driven Transformer V2 / Meta-SpikeFormer,arxiv_2404.03663+本地excerpt,方法级（仅方法摘录窗口）+依据：§3.1 meta Transformer；§3.2 LIF；§3.3 Conv-SNN块SepConv+ChannelConv与Transformer-SDSA金字塔；完整SDSA公式/表5可能截断,Meta-SpikeFormer：前两段Conv-SNN（SepConv token mixer）+后两段金字塔SDSA——可替换token mixer的尖峰元架构与芯片友好算子集对照（借入≠X）。,纯Transformer尖峰（无Conv茎多段）；Spike-driven Transformer仅四层Conv编码；ANN meta块直接换激活。,Meta块/SDSA≠lifting X；架构元设计旁路。,"F1/F2/F4/F7弱相关（表示、时间步、残差/块、注意力打包）。旁路基线。不抢 Stage B。f_candidates含F1,F2,F4,F7。",ImageNet/检测精度≠AEE；启发下一代芯片≠nts07合同；仅摘录窗。,TokenMixer可替换作算子集合同 | SepConv+3x3 ChannelConv增强归纳偏置消融法 | 金字塔SDSA与V1成对读 | 负结果只停某mixer布局，不杀meta家族,挂主网无增益或块费用挤占 Stage B → 保持旁路。
MAIN-R234,SciFlow,arxiv_2404.08135+本地excerpt,方法级（仅方法摘录窗口）+依据：§3.1 SCI高斯相似图拼入ConvGRU；§3.2 RFL置信加权；§3.3二者组合；挂MobileFlow等轻量骨干,自清洁迭代：用参考–扭曲特征高斯相似作SCI图指导GRU更新 + Regression Focal Loss重加权难像素——轻量迭代光流自评估/聚焦对照（借入≠X）。,无自评估的朴素迭代；仅监督L1无focal；重型RAFT堆算力换精度。,SCI/RFL≠lifting X；训练/推理辅助旁路。,弱F2/F4（迭代自清洁/有损聚焦）。旁路基线。不抢 Stage B。f_candidates空。,Sintel/KITTI增益≠valid825；轻量参数量勿写same-port%；仅摘录窗。,SCI图作无GT前向自评估合同（训推皆用） | RFL用终局置信回加权全迭代作难例聚焦 | SCI与RFL协同消融模板 | 与DFlow迭代策略成簇对照 | 负结果只停SCI头,自清洁无增益或相似图费用抵消轻量优势 → 停该头，保留轻量骨干。
ARX-014,Photonic Neuromorphic IFC,arxiv_2404.10564+本地excerpt,方法级（PDF方法窗补齐；原gap摘录取到参考文献）+依据：事件合成帧+质心裁剪；OSS被动频谱切片模拟卷积；数字FCL后端；PMMA珠分类,事件传感稀疏捕获 + 被动光学频谱切片（多滤波器并行模拟卷积核）预处理再交轻量数字头——模拟域特征抽取减可训参数对照（借入≠X）。,纯数字CNN/FCL吃原始合成帧；有源复杂光子储备池；帧相机高带宽IFC。,OSS光子前端≠lifting数字链X；应用/传感旁路，勿搬准确率或参数压缩倍数。,传感/前端旁路；与执行岛弱相关。不抢 Stage B。f_candidates空。,流式细胞仪/PMMA实验≠光流AEE；实验室光路≠芯片；合成帧积分T≠本地事件合同。,被动频谱切片作模拟卷积降参数旁证 | 事件积分窗T由峰上升时间标定作前端合同 | 参数压缩比CR–精度帕累托 | 负结果只停光子前端替换数字出口,前端不可映射到数字同端口或挤占 Stage B → 保持旁路。
ARX-063,NeuraChip,arxiv_2404.15510+本地excerpt,方法级（仅方法摘录窗口）+依据：§3.1改装Gustavson行驻留SpGEMM；哈希常数时间索引匹配；滚动驱逐；NeuraCore/NeuraMem解耦+HACC；完整PPA可能截断,哈希解耦空间加速：Gustavson式聚合 + 哈希引擎常数时间累加部分积 + 滚动驱逐——GNN稀疏–稀疏供数与部分和生存期对照（借入≠X；联读Flexagon/GROW）。,朴素三嵌套SpGEMM；无哈希的排序合并匹配；无驱逐的部分和缓存膨胀；计算–存储紧耦合单核。,NeuraChip/GNN≠lifting X；借驻留与哈希归约，勿称图芯片X。,F5相关（行驻留/部分和生存期/驱逐周转）。第二队列旁证。不抢 Stage B。f_candidates含F5。,GNN基准/加速比≠AEE；仅摘录窗walk-through；禁止虚报完整面积功耗表。,哈希累加作索引匹配分母合同（对照排序合并） | 滚动驱逐作F5谁该留下模板 | Core/Mem解耦+HACC路由作多消费者归约旁证 | 与Flexagon/GROW成簇 | 负结果只停NeuraChip名替换,无同端口重读/归约改善或映射不上 → 停类比，不杀Gustavson/哈希家族。
MAIN-R230,EvGNN,arxiv_2404.19489+本地excerpt,方法级（仅方法摘录窗口）+依据：有向边因果局部子图；时空解耦棱柱邻域搜索+级联事件队列；层并行复用邻域；KV260部署指标；§III双栏混排完整微架构可能截断,事件驱动GNN：新事件只更新有向局部子图（不存全边）+棱柱邻域搜索引擎+层并行——边侧微秒级事件图更新与内存足迹对照（借入≠X）。,静态整段构图再推理；无向全图存边；AEGNN类高内存；纯CNN事件帧。,EvGNN图加速≠lifting X；边侧视觉前端旁路，勿搬延迟/片上存储当净服务%。,F1弱相关（事件图表示选择）。旁路/前端。不抢 Stage B。f_candidates含F1。,N-CARS准确率/平台指标≠valid825；摘录偏背景+贡献，禁止虚报已读完整微架构；量化8b≠本地阈值声明。,有向因果子图免存边作内存合同 | 棱柱时空解耦邻域搜索作事件队列旁证 | 层并行复用邻域特征作更新延迟模板 | 与AEGNN/事件GNN成簇 | 负结果只停EvGNN前端替换,前端替换无增益或挤占 Stage B → 保持旁路。
ARX-013,SCSim,arxiv_2405.16790+本地excerpt,方法级（仅方法摘录窗口）+依据：§III仿真框架Fig.2；积分阈ϕ；电路噪声/SNEE；Rand scenes；完整噪声统计表可能截断,尖峰相机电路级噪声建模 + 渲染→积分重置→尖峰流 + SNEE——尖峰传感前端数据合同与仿真供数对照（借入≠X）。,SPCS无/弱噪声；NeuSpike/SpikingSIM仅暗电流；纯事件差分采样；无标签裸渲染。,SCSim≠lifting X；数据集/前端旁路，勿搬重建PSNR。,传感/数据旁路；弱挂表示。不抢 Stage B。f_candidates空。,RHDD/WGSE微调≠valid825；仅摘录窗；电路噪声≠本地事件阈值。,积分达阈ϕ+重置作尖峰像素合同 | SNEE联噪声与尖峰流作前端标定旁证 | Rand scenes+多后端渲染作高速标签模板 | 与事件仿真器分簇 | 负结果只停SCSim数据替换,仿真替换无增益或挤占 Stage B → 保持旁路。
MAIN-R239,EFGCN,arxiv_2406.07318+本地excerpt,方法级（仅方法摘录窗口）+依据：§3邻域矩阵/PointNetConv/时向有向边/3D MaxPool；§4流水PL+PS无片外；资源表细部可能截断,事件→邻域矩阵构图 + 时向有向边免k-hop重算 + PointNetConv(max) + 3D图池化——边侧事件图实时供数与片上驻留对照（借入≠X；联读EvGNN）。,全图欧氏搜邻O(n)；双向/逆时边级联更新；2D MaxPool结构漂移；SplineConv高内存；片外DRAM图存储。,EFGCN≠lifting X；借事件图流水，勿搬MEPS/LUT。,F1/F5弱相关（事件图表示、片上驻留）。旁路/前端。不抢 Stage B。f_candidates空。,分类/200MHz/无片外≠valid825/same-port%；仅摘录窗；禁止虚报完整PPA。,邻域矩阵+半径R限搜作固定足迹构图合同 | 时向有向边只更新新顶点作异步硬件旁证 | PointNetConv线性ϕ+max省略γ | 3D MaxPool+位置/g缩放 | 与EvGNN成簇 | 负结果只停EFGCN前端替换,前端替换无增益或挤占 Stage B → 保持旁路。
ARX-012,Event-based vision on FPGAs -- a survey,arxiv_2407.08356+本地excerpt,方法级（综述方法窗+PDF §III补齐）+依据：2012–2024 FPGA事件处理分类（滤波/光流/立体/检测跟踪/SNN-AI）；MEPS/延迟口径；非单算法,FPGA/SoC事件处理图谱：滤波→光流/立体→经典与SNN-AI检测跟踪——边侧事件加速对照轴与空白区定位（借入≠X；综述）。,仅GPU/CPU事件流水；单任务点论文无跨域对照；忽略功耗/延迟联合口径。,综述≠lifting X；只作地图与缺口，不导出单芯片标题差分。,地图/缺口旁证；弱挂硬件执行岛。不抢 Stage B。f_candidates空。,各文MEPS/mW不可并表外推本地；预印本未纳入；仅摘录+§III窗。,按应用轴分簇对照FPGA事件工作 | MEPS+延迟+器件三联汇报口径 | 知识缺口清单作第二队列过滤 | 负结果只停「用综述数字当本地合同」,仅引用综述数字无法落到同端口合同 → 停当证据，保留地图。
ARX-011,TSkips,arxiv_2411.16711+本地excerpt,方法级（仅方法摘录窗口）+依据：§3.3前/后向TSkip+Δt；Eq.3–4 α混合；NASWOT-SAHD；BPTT+BNTT；DSEC挂编解码skip；NAS表可能截断,显式时间延迟跨层捷径（前/后向TSkip，禁未来）+可学习α混合当前/延迟——SNN时间依赖传播与检查点旁证（借入≠X）。,标准skip Δt=0；vRNN固定Δt=1后向；无延迟稠密残差；仅加深不加时间捷径。,TSkips≠lifting源字/半步图X；表示/训练旁路，差分不在DSEC AEE%。,"F1/F2/F4相关（表示、时间延迟、残差/检查点）。旁路基线。不抢 Stage B。f_candidates含F1,F2,F4。",DSEC/Gesture精度≠valid825；仅摘录窗；NAS的Δt勿写same-port%。,显式Δt前/后向捷径作时间检查点合同 | α混合当前与延迟通道 | NASWOT-SAHD无训分作Δt/位置搜索模板 | 挂EV-FlowNet式编解码skip | 负结果只停该TSkip布局,挂主网无增益或延迟缓冲挤占 Stage B → 保持旁路。
ARX-010,eCARLA-scenes,arxiv_2412.09209+本地excerpt,方法级（数据集/流水窗+PDF §3–4补齐）+依据：CARLA EBC+多城镇/天气；回放改传感器；预同步光流/灰度；eWiz；标定表可能截断,CARLA驾驶向合成事件光流数据集 + 场景回放改传感器流水 + eWiz——事件光流数据合同与仿真供数对照（借入≠X）。,MVSEC/DSEC真值同步噪声；ESIM/MDR随机传感器轨迹非车载；Blender重光照门槛高。,eCARLA≠lifting X；数据旁路，勿搬合成EPE。,F2弱相关（事件时间窗/光流数据）。数据旁路。不抢 Stage B。f_candidates含F2。,合成→真实域差；CARLA≠芯片；仅摘录+§3–4。,车载运动模式作光流数据合同 | 场景回放改传感器位姿作扩展模板 | 预同步光流+灰度作多模态监督旁证 | eWiz训评纪律 | 负结果只停该合成集替换,合成微调无真实增益或挤占 Stage B → 保持旁路。
ARX-179,Neuromorphic Optical Tracking and Imaging of Randomly Moving Targets through Strongly Scattering Media,arxiv_2501.03874+本地excerpt,方法级（PDF方法窗补齐；原gap摘录取到参考文献）+依据：透射/反射散射+DVS；OTM+残差SNN U-Net；LIF+ATan；AC/MAC对照；光学表可能截断,散射介质下事件驱动跟踪+重建双模块SNN（OTM坐标+残差尖峰U-Net）——极端光学前端与稀疏尖峰推理对照（借入≠X）。,帧/SPAD散射成像；纯相关散斑跟踪无重建；同结构ANN全MAC；无代理梯度转换SNN。,散射光路≠lifting数字链X；应用/传感旁路，勿搬跟踪误差或能耗比。,传感/应用旁路；与执行岛弱相关。不抢 Stage B。f_candidates空。,MNIST/Kanji投影≠自然光流；实验室光路≠芯片；仅PDF补齐窗。,跟踪/重建双分支共享事件输入作任务解耦合同 | 残差SNN块+上下采样作尖峰U-Net旁证 | AC vs MAC分层记账作稀疏能耗分母 | 负结果只停该光学前端替换,前端不可映射到数字同端口或挤占 Stage B → 保持旁路。
ARX-190,SpikePack,arxiv_2501.14484+本地excerpt,方法级（仅方法摘录窗口）+依据：§3.2全局膜vgl=WSq；动态阈解码；slzip O(1)；免BPTT；互信息对照LIF；附录推导可能截断,全时序打包为全局膜电位 + 整数zip压缩尖峰序列 + 并行GeMM——SNN信息保留与硬件友好时间折叠对照（借入≠X）。,逐步递归LIF O(T)串行；逐步存尖峰O(T)；每步spike×W欠用GeMM；依赖BPTT逐步反传。,SpikePack神经元≠lifting结构化PSN X；表示/神经元旁路，差分不在ImageNet%。,F1/F2弱相关（尖峰表示、时间折叠）。旁路基线。不抢 Stage B。f_candidates空。,分类/检测/互信息≠valid825；仅摘录窗；O(1)压缩勿写same-port%。,vgl=W(Sq)一次聚合作时间折叠合同 | slzip位压缩作尖峰序列存储旁证 | 免逐步BPTT直接梯度 | 与LIF互信息对照作信息分母 | 负结果只停该神经元替换,替换无增益或打包损害时间可分性挤占 Stage B → 保持旁路。
ARX-009,ST-FlowNet,arxiv_2503.10195+本地excerpt,方法级（方法摘录窗+PDF §4补齐）+依据：FlowNet半金字塔+ConvGRU；自监督contrast+smooth→A2S；BISNN+STBP；MVSEC AEE；超参表可能截断,事件光流尖峰网：ConvGRU增强编解码 + ANN自监督再A2S/BISNN转尖峰——事件光流尖峰前端与训推合同对照（借入≠X）。,纯ANN FlowNet/EV-FlowNet；无ConvGRU单帧尖峰；仅经验阈值A2S无再训；有监督真值流。,ST-FlowNet≠lifting X；同任务旁路，差分不在MVSEC AEE%。,F2相关（事件时间表示/递推）。旁路基线。不抢 Stage B。f_candidates含F2。,MVSEC/ECD/HQF≠valid825；仅摘录+§4；理论能耗≠芯片mW。,ConvGRU隐状态跨步对齐作时序光流合同 | 自监督contrast+smooth作缺GT训法 | BISNN：ANN初始化+STBP免手调生物参 | 与EVA-Flow/TMA成簇 | 负结果只停ST-FlowNet头替换,替换无增益或ConvGRU费用挤占 Stage B → 保持旁路。
ARX-008,UCF-Crime-DVS,arxiv_2503.12905+本地excerpt,方法级（数据集+MSF方法窗+PDF补齐）+依据：事件帧积分；MSF时域膨胀+LIF；SpikingGCN全局；弱监督VAD；采集协议细部可能截断,事件异常检测数据集 + 多尺度尖峰融合（局部膨胀时域+SpikingGCN全局）——事件时序表示与弱监督旁证（借入≠X）。,仅RGB UCF-Crime；单尺度尖峰池化；非尖峰全精度注意力；无全局图的纯局部时域。,UCF-Crime-DVS/MSF≠lifting X；应用/数据旁路，勿搬AUC。,F1/F2弱相关（事件表示、时间多尺度）。旁路。不抢 Stage B。f_candidates空。,异常AUC≠valid825；双栏摘录须PDF补齐；转换事件≠芯片传感。,固定微秒窗积分事件帧作输入合同 | 金字塔时域膨胀+LIF作多尺度局部尖峰旁证 | SpikingGCN抓跨clip全局时依 | 与动作/异常事件集成簇 | 负结果只停MSF头/该数据集替换,替换无增益或挤占 Stage B → 保持旁路。
ARX-007,Neural Ganglion Sensors,arxiv_2504.13457+本地excerpt,方法级（仅方法摘录窗口）+依据：RGC空间核W∗(Icurr−Imem)；可微分箱闭式；学核/双阈/多通道；恒等核=传统事件；任务头细部可能截断,可学习视网膜神经节式事件传感（空间核+阈值）+可微分箱反传——任务专用事件前端与传感–任务共训对照（借入≠X）。,像素独立传统事件（W=I）；手刻Sobel RGC；不可微ESIM/V2E固定参数；仅后处理不学传感。,学到的事件相机≠lifting X；传感前端旁路，勿搬下游精度。,F1弱相关（表示/前端选择）。传感旁路。不抢 Stage B。f_candidates空。,下游任务指标≠valid825；仅摘录窗；可微仿真≠真实硅实现。,W∗ΔI+双阈作可学习事件生成合同 | 闭式可微分箱作传感–体素共训旁证 | 多通道/Bayer式多种RGC并行 | 恒等核退化对照传统事件 | 负结果只停该前端替换,学核无增益或不可映射硅实现挤占 Stage B → 保持旁路。
ARX-078,Spatio-Temporal State Space Model For Efficient Event-Based Optical Flow,arxiv_2506.07878+本地excerpt,方法级（仅方法摘录窗口）+依据：§3事件↔光流；体素；四段STSSM（patch→Mamba→reproj）；无4D相关体；flow/mask+凸上采样；损失/表可能截断,用选择性SSM/Mamba直接吃事件体素提时空特征、避开4D相关金字塔——高效事件光流编码器对照（借入≠X）。,E-RAFT/TMA式4D相关体；双视图相关；纯CNN/Transformer编码器；非选择性S4。,STSSM≠lifting X；同任务旁路，差分不在EPE%；相关体费用≠same-port%。,F2/F7弱相关（时间状态、特征打包）。旁路基线。不抢 Stage B。f_candidates空。,光流基准≠valid825；双栏LaTeX残片须谨慎；禁止虚报完整SOTA表。,"单窗ε(tR,tT)免双体积相关作存储分母合同 | STSSM：时空patch→SSM→回投作编码器模板 | Mamba vs S4/S4D/S5消融 | 与IDNet/TMA成簇 | 负结果只停STSSM头替换",替换无增益或SSM状态费用挤占 Stage B → 保持旁路。
